County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Johnson,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Knox,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Lake,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Lauderdale,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Lawrence,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Lewis,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Lincoln,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107,1.3577107
Donley,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Duval,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Eastland,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Ector,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Edwards,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Ellis,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
ElPaso,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Erath,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Falls,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Fannin,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Fayette,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Fisher,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Floyd,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Foard,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
FortBend,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Franklin,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238,1.3208238
Freestone,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Frio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Gaines,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Galveston,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335,1.158338335
Garza,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205,1.39037205
Gillespie,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Glasscock,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Goliad,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Gonzales,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Gray,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Grayson,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Gregg,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Grimes,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875,1.159312875
Guadalupe,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hale,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Hall,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675,1.286049675
Hamilton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hansford,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Hardeman,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hardin,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
Harris,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043
Harrison,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043,1.180951043
Hartley,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Haskell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hays,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hemphill,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Henderson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hidalgo,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hill,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hockley,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Hood,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hopkins,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Houston,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Howard,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hudspeth,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305,1.18413305
Hunt,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Hutchinson,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Irion,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Jack,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Jackson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Jasper,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555
JeffDavis,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Jefferson,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
JimHogg,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
JimWells,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Johnson,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Jones,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Karnes,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kaufman,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kendall,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kenedy,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kent,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kerr,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kimble,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
King,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kinney,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Kleberg,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Knox,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lamar,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lamb,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Lampasas,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
LaSalle,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lavaca,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lee,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Leon,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Liberty,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189,1.0839189
Limestone,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lipscomb,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
LiveOak,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Llano,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Loving,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Lubbock,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Lynn,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425,1.494694425
McCulloch,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
McLennan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
McMullen,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Madison,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Marion,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Martin,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Mason,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Matagorda,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Maverick,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Medina,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Menard,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Midland,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Milam,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Mills,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Mitchell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Montague,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Montgomery,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331,1.126553331
Moore,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Morris,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Motley,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Nacogdoches,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492,1.213826492
Navarro,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Newton,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555,1.1219555
Nolan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Nueces,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Ochiltree,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Oldham,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Orange,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
PaloPinto,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Panola,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014,1.539404014
Parker,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Parmer,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Pecos,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Polk,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
Potter,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Presidio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Rains,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Randall,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Reagan,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Real,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
RedRiver,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Reeves,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Refugio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Roberts,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Robertson,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Rockwall,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Runnels,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Rusk,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877,1.278024877
Sabine,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanAugustine,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanJacinto,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
SanPatricio,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
SanSaba,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Schleicher,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Scurry,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Shackelford,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Shelby,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852,1.2651852
Sherman,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Smith,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005,1.200695005
Somervell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Starr,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Stephens,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Sterling,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Stonewall,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Sutton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Swisher,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Tarrant,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Taylor,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Terrell,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Terry,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
Throckmorton,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273,1.1817273
Titus,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
